date,stock market crash,bear market,bull market,stock bubble,market volatility,S&P 500,recession,interest rates,inflation,financial crisis
2014-01-01,0.4378167840494225,0.4414046901749258,4.543860997083916,0.0,0.0,1.5850039010727437,1.3134645641070333,4.186809084228155,1.8941374548098941,8.141348761358815
2014-01-02,0.535109402727072,1.200591669652063,7.197500248741122,11.806319705307638,0.0,2.6718637189511965,1.4476630739057559,6.092228123609606,4.99629760403609,7.383395058863621
2014-01-03,0.4864630933882472,0.8209981799134946,5.508820724959263,0.0,0.0,1.9472905070322282,1.3581974007066075,6.092228123609606,4.99629760403609,9.278279315101608
2014-01-04,0.4378167840494225,1.0740605064058737,5.991300588896937,0.0,0.0,0.7245732119189686,1.3134645641070333,4.4590118041397915,2.1327651585965244,9.278279315101608
2014-01-05,0.5837557120658966,0.2516079453056414,3.820141201177405,0.0,0.0,0.4075724317044198,1.7607929301027754,3.778505004360701,2.6100205661697853,13.826001530072775
2014-01-06,1.216157733470618,0.8209981799134946,5.508820724959263,0.0,0.0,2.037862158522099,2.2081212960985175,6.636633563432878,7.382574641902394,10.4152098688444
2014-01-07,1.3620966614870922,0.6312014350442101,5.750060656928101,11.38466543011808,0.0,2.037862158522099,2.3423198058972403,6.772734923388696,8.098457753262286,13.826001530072775
2014-01-08,1.556681898842391,1.3271228328982527,7.921220044647633,14.125418218850209,0.0,1.9020046812872926,2.2528541326980918,6.092228123609606,7.859830049475655,11.93111727383479
2014-01-09,1.2648040428094427,0.947529343159684,6.715020384803448,0.0,0.0,1.9020046812872926,2.2081212960985175,5.9561267636537885,8.098457753262286,12.689070976329983
2014-01-10,1.7026208268588652,1.3903884145213476,8.16245997661647,0.0,0.0,1.856718855542357,2.3423198058972403,4.867315884007245,6.666691530542503,12.310094125082385
2014-01-11,0.1459389280164741,0.4414046901749258,3.820141201177405,0.0,0.0,0.5434299089392265,1.6265944203040528,3.6424036444048835,2.6100205661697853,8.141348761358815
2014-01-12,1.1188651147929685,0.2516079453056414,2.855181473302057,0.0,0.0,0.2264291287246777,1.8055257667023497,3.3702009244932474,4.280414492676198,15.720885786310763
2014-01-13,1.897206064214164,0.7577325982903997,5.750060656928101,0.0,0.0,1.9925763327771635,2.476518315695963,6.364430843521242,7.382574641902394,11.552140422587192
2014-01-14,1.7026208268588652,1.263857251275158,7.438740180709959,9.908875466954624,0.0,2.581292067461326,2.8343810084925565,5.683924043742152,10.48473479112859,13.826001530072775
2014-01-15,2.091791301569463,1.1373260880289684,9.851139500398329,15.601208182013664,0.0,2.12843381001197,2.789648171892982,5.82002540369797,9.768851679768698,19.889631150034333
2014-01-16,1.4593892801647417,0.7577325982903997,5.750060656928101,0.0,12.418760607691352,2.2190054615018413,2.521251152295537,5.683924043742152,8.814340864622176,16.478839488805956
2014-01-17,1.216157733470618,1.1373260880289684,7.679980112678796,0.0,12.644556255103922,1.9472905070322282,2.297586969297666,5.411721323830517,5.234925307822721,15.720885786310763
2014-01-18,0.2432315466941236,0.1883423636825466,3.096421405270894,0.0,0.0,0.6792873861740331,1.223998890907885,4.186809084228155,1.8941374548098941,5.867487653873232
2014-01-19,0.535109402727072,0.6312014350442101,3.820141201177405,0.0,0.0,0.2264291287246777,2.073922786299795,3.778505004360701,3.087275973743046,11.173163571339595
2014-01-20,1.070218805454144,0.8209981799134946,5.991300588896937,0.0,0.0,1.086859817878453,2.297586969297666,6.228329483565424,7.382574641902394,13.447024678825176
2014-01-21,2.1890839202471124,1.1373260880289684,6.956260316772285,0.0,0.0,1.6755755525626148,2.700182498693834,6.908836283344514,7.859830049475655,17.61577004254875
2014-01-22,1.7999134455365149,0.5046702717980206,7.921220044647633,0.0,0.0,2.12843381001197,2.65544966209426,7.86154580303524,9.291596272195438,15.341908935063165
2014-01-23,1.7026208268588652,0.6944670166673049,6.232540520865774,0.0,11.967169312866211,2.173719635756906,2.9685795182912793,7.181039003256149,8.098457753262286,16.857816340053557
2014-01-24,2.140437610908288,1.200591669652063,8.16245997661647,0.0,0.0,2.7171495446961322,2.1186556228993694,5.275619963874699,6.1894361229692425,12.689070976329983
2014-01-25,1.897206064214164,1.0740605064058737,3.578901269208568,0.0,0.0,0.9057165148987107,1.671327256903627,3.5063022844490654,2.1327651585965244,8.141348761358815
2014-01-26,1.410742970825917,0.8209981799134946,3.578901269208568,0.0,0.0,0.7698590376639041,2.3423198058972403,3.778505004360701,4.280414492676198,20.64758485252953
2014-01-27,2.3350228482635864,1.5169195777675373,8.16245997661647,0.0,18.966834382655883,2.6718637189511965,2.9685795182912793,6.228329483565424,8.098457753262286,20.268608001281933
2014-01-28,1.7999134455365149,0.8842637615365893,5.991300588896937,14.336245356444987,13.096147549929062,2.8530070219309387,3.0580451914904274,7.044937643300332,8.814340864622176,17.994746893796346
2014-01-29,2.1890839202471124,1.1373260880289684,7.679980112678796,11.1738382925233,15.579899671467333,2.626577893206261,3.281709374488299,9.494762122505055,10.48473479112859,19.889631150034333
2014-01-30,2.140437610908288,0.8842637615365893,6.715020384803448,10.75218401733374,12.418760607691352,2.53600624171639,2.7449153352934084,7.044937643300332,9.052968568408808,23.30042281126271
2014-01-31,1.8485597548753392,1.0107949247827788,7.197500248741122,0.0,0.0,2.4001487644815835,2.2528541326980918,5.683924043742152,7.621202345689025,13.826001530072775
2014-02-01,0.9242798774376696,0.6944670166673049,4.061381133146242,0.0,0.0,0.9962881663885818,1.7160600935032013,4.186809084228155,3.087275973743046,9.278279315101608
2014-02-02,0.875633568098845,5.629182383268699,24.325535418528546,0.0,0.0,0.6792873861740331,1.850258603301924,3.914606364316519,4.519042196462829,16.09986263755836
2014-02-03,2.432315466941236,1.8332474858830112,8.644939840554144,0.0,20.998995209369017,3.034150324910681,2.923846681691705,7.453241723167785,7.382574641902394,17.994746893796346
2014-02-04,3.016071179007133,1.3271228328982527,6.715020384803448,0.0,22.57956474125701,3.577580233849907,3.1922437012891502,8.133748522946876,7.859830049475655,18.752700596291543
2014-02-05,2.091791301569463,1.200591669652063,6.715020384803448,0.0,16.708877908530184,2.445434590226519,2.8343810084925565,6.636633563432878,8.098457753262286,14.58395523256797
2014-02-06,2.626900704296535,0.8209981799134946,6.956260316772285,0.0,0.0,2.4001487644815835,3.415907884287021,5.139518603918881,8.098457753262286,18.752700596291543
2014-02-07,1.7999134455365149,0.8842637615365893,7.438740180709959,0.0,13.547738844754203,2.53600624171639,2.297586969297666,4.867315884007245,6.1894361229692425,14.58395523256797
2014-02-08,0.7296946400823708,0.6312014350442101,4.302621065115079,0.0,0.0,0.8151448634088396,1.7607929301027754,3.778505004360701,3.087275973743046,11.173163571339595
2014-02-09,1.216157733470618,0.8842637615365893,4.543860997083916,0.0,0.0,0.5434299089392265,2.297586969297666,3.914606364316519,4.519042196462829,14.204978381320371
2014-02-10,1.6053282081812157,0.947529343159684,7.921220044647633,0.0,0.0,1.9472905070322282,3.147510864689576,6.636633563432878,8.337085457048916,21.026561703777126
